datetime,S01_E_004,S01_E_053,S01_E_054,S01_E_055,S01_E_051,S01_E_052,S02_E_246,S02_E_249,S02_E_247,S02_E_250,S02_E_248,S02_E_251,S02_E_252,S02_E_253,S02_E_254,S02_E_255,S01_E_021,S01_E_022,F26_E_259,F28_E_262,F25_E_256,F25_E_257,F26_E_258,F26_E_261,F28_E_264,F26_E_260,F28_E_263,S01_E_057,S02_E_015,S02_E_016,F16_E_154,F16_E_155,F17_E_169,F17_E_170,F16_E_150,F16_E_156,F16_E_157,F16_E_158,F17_E_165,F17_E_171,F17_E_172,F17_E_173,F16_E_144,F16_E_147,F16_E_149,F17_E_159,F17_E_162,F17_E_164,F16_E_148,F17_E_163,F16_E_145,F16_E_146,F17_E_160,F17_E_161,F16_E_151,F16_E_152,F16_E_153,F17_E_166,F17_E_167,F17_E_168,S01_E_001,S01_E_002,S01_E_003,S02_E_005,S02_E_006,S02_E_007,S02_E_008,S01_E_049,S01_E_050,S01_E_058,S01_E_041,S01_E_048,S01_E_056,S01_E_059,S01_E_060,S01_E_061,S01_E_062,S01_E_027,S01_E_028,S01_E_063,S01_E_064,S01_E_065,S01_E_066,S01_E_067,S01_E_068,F01_E_073,F02_E_078,F03_E_083,F04_E_088,F05_E_093,F06_E_098,F07_E_103,F08_E_108,F09_E_113,F10_E_118,F11_E_123,F12_E_128,F13_E_133,F14_E_138,F15_E_143,F18_E_178,F19_E_183,F20_E_188,F21_E_193,F22_E_198,F23_E_203,F24_E_208,F25_E_213,F26_E_218,F28_E_223,S01_E_042,S03_E_035,F00_E_044,F00_E_069,F00_E_070,F01_E_036,F01_E_037,F01_E_040,F01_E_072,F02_E_076,F02_E_077,F03_E_081,F03_E_082,F04_E_086,F04_E_087,F05_E_091,F05_E_092,F06_E_096,F06_E_097,F07_E_101,F07_E_102,F08_E_106,F08_E_107,F09_E_111,F09_E_112,F10_E_116,F10_E_117,F11_E_121,F11_E_122,F12_E_126,F12_E_127,F13_E_131,F13_E_132,F14_E_136,F14_E_137,F15_E_141,F15_E_142,F18_E_176,F18_E_177,F19_E_181,F19_E_182,F20_E_186,F20_E_187,F21_E_191,F21_E_192,F22_E_196,F22_E_197,F23_E_201,F23_E_202,F24_E_206,F24_E_207,F25_E_211,F25_E_212,F26_E_216,F26_E_217,F27_E_221,F27_E_222,F28_E_225,F00_E_013,F00_E_014,F01_E_038,F01_E_039,F01_E_071,F02_E_074,F02_E_075,F03_E_079,F03_E_080,F04_E_084,F04_E_085,F05_E_089,F05_E_090,F06_E_094,F06_E_095,F07_E_099,F07_E_100,F08_E_104,F08_E_105,F09_E_109,F09_E_110,F10_E_114,F10_E_115,F11_E_119,F11_E_120,F12_E_124,F12_E_125,F13_E_129,F13_E_130,F14_E_134,F14_E_135,F15_E_139,F15_E_140,F18_E_174,F18_E_175,F19_E_179,F19_E_180,F20_E_184,F20_E_185,F21_E_189,F21_E_190,F22_E_194,F22_E_195,F23_E_199,F23_E_200,F24_E_204,F24_E_205,F25_E_209,F25_E_210,F26_E_214,F26_E_215,F27_E_219,F27_E_220,F28_E_224,S01_E_019,S01_E_045,S01_E_046,S02_E_011,S03_E_029,S01_E_018,S01_E_020,S01_E_023,S01_E_024,S01_E_025,S01_E_026,S01_E_047,S02_E_009,S02_E_010,S02_E_012,S03_E_030,S03_E_031,S03_E_032,S03_E_033,S03_E_034,F08_E_226,F08_E_227,F08_E_228,F08_E_229,F08_E_230,F08_E_231,F08_E_232,F08_E_233,F08_E_234,F08_E_235,F12_E_236,F12_E_237,F12_E_238,F12_E_239,F12_E_240,F12_E_241,F12_E_242,F12_E_243,F12_E_244,F12_E_245
11/04/2023,32.93,5740,0,0,0.37,0,210.81,104.58,73.21,1.12,109.31,102.02,,,,,15,20.2,20.4,7.5,0.7,0.9,16.5,17.2,6.0,3.6,1.5,46.7,8.0,11.0,0.1,0.6,2.6,0.4,9.4,1.9,1.9,11.5,1.0,1.9,2.0,10.5,39.0,19.0,0.0,3.4,20.0,0.0,32.0,24.0,59.0,10.0,18.0,9.0,0.7,0.9,1.3,0.8,0.9,1.3,43.3,41.3,16.8,45.7,34.8,45.3,36.7,22.0,2.0,15.9,474.6,480.9,813.0,1.0,1.1,92.6,90.9,48.2,43.1,2.2,5.9,26.8,46.7,49.1,51.5,207.8,83.8,35.2,50.1,42.0,67.7,22.4,35.1,31.3,26.7,22.6,26.9,23.4,27.4,31.0,29.8,20.1,21.3,18.4,20.2,20.5,17.6,55.9,44.3,94.6,199.0,44.9,7.0,36.0,27.0,0.0,0.0,59.0,14.0,11.0,16.0,7.0,20.0,11.0,21.0,9.0,22.0,8.0,14.0,7.0,16.0,8.0,7.0,8.0,22.0,12.0,14.0,8.0,29.0,10.0,14.0,9.0,14.0,10.0,19.0,8.0,18.0,10.0,13.0,8.0,13.0,8.0,11.0,9.0,10.0,8.0,12.0,8.0,9.0,11.0,25.0,19.0,10.0,10.0,29.0,40.0,3.0,119.1,68.0,7.0,0.0,15.0,31.0,41.0,22.0,52.0,18.0,50.0,12.0,51.0,18.0,12.0,50.0,13.0,50.0,13.0,46.0,18.0,55.0,66.0,49.0,9.0,65.0,15.0,51.0,11.0,59.0,26.0,50.0,12.0,66.0,48.0,21.0,67.0,21.0,44.0,17.0,59.0,14.0,67.0,17.0,64.0,21.0,28.0,52.0,40.0,44.0,73.0,18.0,48.0,22.0,1.9,21.0,26.0,1.0,77.0,0.0,69.0,51.0,0.0,0.0,0.0,1.4,14.0,4.0,67.0,65.6,161.0,244.0,1.4,0.3,3.1,0.0,1.6,1.1,1.2,1.3,0.0,0.0,15.1,5.6,6.6,0.0,4.2,0.8,0.9,1.3,2.1,0.9,2.0,2.0,8.8
12/04/2023,32.95,5798,0,0,0.37,0,206.23,104.63,73.29,1.15,109.33,101.95,,,,,13,18.1,13.2,1.1,0.8,1.0,16.8,13.6,1.0,0.0,0.0,46.8,8.0,12.0,0.1,0.8,3.5,0.5,5.2,4.5,4.6,11.1,1.0,3.9,4.1,10.1,35.0,22.0,0.0,3.4,17.0,0.0,36.0,28.0,69.0,10.0,20.0,10.0,0.7,0.9,1.3,0.8,1.0,1.3,43.2,41.7,16.9,45.7,34.7,45.0,36.7,23.2,2.0,15.9,468.5,474.8,802.0,1.0,1.1,53.9,49.9,50.5,43.4,2.2,6.5,22.9,49.0,47.0,54.3,213.7,80.0,31.4,40.9,44.7,64.4,22.0,28.2,31.0,30.2,26.1,29.9,23.2,20.7,33.3,32.9,21.8,24.8,18.9,20.0,20.4,17.6,45.8,41.1,91.4,176.0,44.4,7.0,29.0,27.0,0.0,0.0,60.0,12.0,11.0,11.0,8.0,24.0,11.0,22.0,9.0,23.0,8.0,14.0,6.0,14.0,8.0,6.0,9.0,21.0,11.0,12.0,9.0,30.0,9.0,15.0,8.0,15.0,10.0,20.0,8.0,18.0,8.0,13.0,8.0,12.0,7.0,12.0,9.0,10.0,8.0,13.0,7.0,10.0,10.0,26.0,18.0,8.0,11.0,30.0,41.0,2.0,118.9,69.0,7.0,0.0,16.0,29.0,35.0,25.0,56.0,21.0,49.0,13.0,53.0,23.0,12.0,52.0,13.0,52.0,13.0,43.0,18.0,58.0,68.0,49.0,10.0,73.0,14.0,56.0,11.0,67.0,27.0,52.0,18.0,50.0,51.0,26.0,66.0,21.0,45.0,20.0,57.0,20.0,67.0,21.0,63.0,25.0,28.0,52.0,38.0,64.0,64.0,18.0,42.0,33.0,2.2,25.0,23.0,1.0,80.0,0.0,66.0,50.0,0.0,0.0,0.0,9.7,14.0,4.0,66.0,65.8,158.0,244.0,1.3,0.4,5.9,0.0,1.4,0.9,1.1,1.3,0.0,0.0,10.1,3.8,6.7,0.0,4.4,0.8,0.9,1.3,1.7,0.8,3.7,3.8,8.6
13/04/2023,32.97,6010,0,0,0.37,0,158.73,143.22,36.57,37.27,109.41,101.84,,,,,13,17.4,13.9,1.0,0.8,1.0,16.5,14.2,1.0,0.0,0.0,46.8,7.0,11.0,0.1,0.7,3.3,0.5,6.0,1.9,4.6,10.3,1.1,4.7,5.3,9.7,35.0,23.0,0.0,3.4,17.0,0.0,33.0,29.0,73.0,10.0,23.0,9.0,0.7,0.9,1.3,0.8,1.0,1.3,43.3,41.3,16.9,45.9,34.8,44.6,37.0,15.3,2.0,15.9,469.4,475.6,803.0,1.0,1.1,42.7,39.1,48.3,42.6,2.1,5.4,23.0,49.2,51.1,54.3,180.1,116.6,37.5,53.8,50.8,62.3,21.8,31.7,38.4,30.4,32.4,34.8,39.2,30.3,29.6,37.5,23.4,29.7,18.9,29.8,24.6,34.2,47.4,36.0,89.5,212.0,50.5,7.0,30.0,27.0,0.0,0.0,59.0,13.0,10.0,11.0,7.0,15.0,11.0,16.0,9.0,23.0,8.0,14.0,6.0,15.0,8.0,7.0,8.0,19.0,11.0,12.0,8.0,28.0,10.0,14.0,9.0,14.0,9.0,20.0,8.0,18.0,10.0,14.0,6.0,13.0,9.0,12.0,9.0,8.0,8.0,12.0,8.0,8.0,11.0,27.0,19.0,8.0,10.0,29.0,41.0,2.0,118.0,75.0,5.0,0.0,15.0,28.0,36.0,25.0,47.0,25.0,43.0,16.0,54.0,28.0,13.0,55.0,12.0,55.0,15.0,47.0,17.0,58.0,63.0,53.0,9.0,75.0,15.0,58.0,12.0,65.0,27.0,56.0,17.0,67.0,51.0,29.0,65.0,27.0,43.0,22.0,56.0,15.0,66.0,26.0,64.0,30.0,29.0,59.0,38.0,64.0,66.0,19.0,41.0,32.0,2.9,36.0,25.0,1.0,77.0,0.0,66.0,50.0,0.0,0.0,0.0,6.6,15.0,4.0,66.0,65.7,156.0,244.0,1.4,0.4,4.8,0.0,1.4,0.9,1.1,1.2,0.0,1.4,11.4,6.7,6.1,0.0,4.0,0.8,0.9,1.3,2.2,1.0,6.3,6.9,8.0
14/04/2023,32.59,6424,0,0,0.37,0,119.63,182.97,0.96,74.78,109.3,101.88,,,,,12,17.2,15.7,1.1,0.8,1.0,17.4,14.2,1.1,1.9,0.0,46.9,8.0,12.0,0.1,2.0,2.6,0.2,6.8,15.7,18.0,10.0,1.0,15.0,18.9,10.5,38.0,18.0,0.0,3.4,20.0,0.0,60.0,54.0,62.0,9.0,21.0,9.0,0.7,1.0,1.3,0.8,1.0,1.3,42.9,41.2,16.8,45.5,34.7,44.5,37.0,15.6,2.0,15.9,466.6,473.0,797.0,1.0,1.1,39.7,40.8,38.5,33.3,2.1,6.0,25.6,36.6,38.4,43.4,218.6,132.1,58.6,92.2,87.8,89.8,42.4,57.9,62.6,57.3,52.5,59.3,52.6,36.8,57.0,57.9,65.9,48.0,41.3,54.6,53.9,41.5,56.8,51.5,88.1,250.0,66.2,7.0,31.0,29.0,0.0,0.0,60.0,2.0,11.0,16.0,8.0,22.0,11.0,24.0,9.0,19.0,8.0,11.0,6.0,13.0,8.0,6.0,9.0,18.0,11.0,11.0,8.0,28.0,9.0,13.0,8.0,12.0,10.0,17.0,8.0,16.0,10.0,12.0,7.0,9.0,9.0,10.0,9.0,9.0,8.0,10.0,8.0,8.0,11.0,25.0,18.0,8.0,10.0,29.0,41.0,2.0,118.6,86.0,6.0,0.0,16.0,18.0,40.0,24.0,53.0,21.0,51.0,14.0,47.0,21.0,11.0,51.0,12.0,53.0,15.0,47.0,17.0,51.0,61.0,50.0,9.0,68.0,13.0,54.0,12.0,62.0,24.0,49.0,12.0,64.0,44.0,22.0,62.0,22.0,41.0,19.0,50.0,19.0,61.0,21.0,62.0,26.0,28.0,54.0,38.0,57.0,66.0,19.0,35.0,33.0,3.3,24.0,33.0,2.0,74.0,0.0,66.0,50.0,0.0,0.0,0.0,1.4,14.0,4.0,62.0,65.5,161.0,243.0,1.4,0.3,2.8,0.0,1.4,1.0,1.4,1.3,0.0,0.8,23.7,20.6,5.7,0.0,2.5,0.8,0.9,1.3,2.2,1.2,18.1,18.7,8.2
15/04/2023,32.3,4958,0,0,0.37,0,119.39,186.77,0.99,78.01,109.38,101.95,,,,,12,16.6,8.7,3.7,0.7,0.9,11.4,9.0,3.6,0.0,0.0,46.6,7.0,11.0,0.1,0.2,0.8,0.2,5.3,5.3,5.7,10.3,1.1,5.5,6.5,9.9,33.0,11.0,0.0,2.6,8.0,0.0,37.0,32.0,40.0,10.0,10.0,9.0,0.8,0.9,1.3,0.8,1.0,1.2,43.4,41.1,16.8,45.8,34.7,44.7,36.9,22.4,2.0,16.0,470.6,476.8,802.0,1.0,1.1,54.1,52.7,5.5,3.2,2.2,3.6,7.6,1.9,2.1,2.5,202.6,86.6,30.9,47.6,60.4,53.2,21.6,32.4,46.2,49.5,26.5,26.3,33.9,27.5,30.2,38.4,33.0,31.8,18.7,34.3,31.0,21.4,43.7,29.7,70.5,207.0,34.7,7.0,30.0,26.0,0.0,0.0,59.0,12.0,11.0,9.0,7.0,8.0,10.0,7.0,9.0,11.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,13.0,12.0,9.0,9.0,24.0,10.0,5.0,8.0,4.0,10.0,7.0,8.0,7.0,11.0,7.0,7.0,6.0,10.0,7.0,8.0,6.0,8.0,6.0,8.0,6.0,10.0,24.0,19.0,7.0,10.0,29.0,40.0,2.0,119.3,78.0,6.0,0.0,14.0,28.0,32.0,18.0,37.0,16.0,32.0,16.0,39.0,13.0,7.0,42.0,9.0,43.0,14.0,41.0,17.0,45.0,59.0,37.0,7.0,43.0,10.0,36.0,12.0,38.0,21.0,33.0,11.0,39.0,39.0,12.0,55.0,18.0,35.0,10.0,42.0,11.0,56.0,14.0,55.0,13.0,25.0,43.0,34.0,32.0,58.0,13.0,40.0,32.0,2.6,7.0,30.0,1.0,64.0,0.0,62.0,50.0,0.0,0.0,0.0,0.6,14.0,4.0,37.0,65.5,160.0,244.0,1.4,0.3,1.7,0.0,1.4,1.0,1.2,1.2,0.0,0.7,12.1,6.1,6.5,0.0,3.2,0.8,0.9,1.2,0.9,0.3,1.9,1.9,8.3
16/04/2023,32.46,4186,0,0,0.38,0,119.39,185.42,0.97,76.29,109.4,102.06,,,,,11,16.6,3.1,1.1,0.8,1.0,11.4,3.2,1.1,0.0,0.0,46.2,7.0,11.0,0.1,0.2,0.7,0.1,3.1,1.9,1.9,10.5,1.1,1.9,2.0,9.8,32.0,12.0,0.0,2.6,7.0,0.0,15.0,14.0,34.0,14.0,4.0,13.0,0.8,0.9,1.3,0.8,1.0,1.2,43.3,41.1,16.8,45.8,34.6,44.7,37.0,17.0,2.0,15.9,497.3,502.8,856.0,1.0,1.1,48.6,46.2,2.0,1.7,2.1,3.4,5.3,1.9,2.1,2.2,185.4,39.7,19.2,34.4,38.1,36.3,10.8,10.5,13.5,38.6,11.5,12.4,13.7,24.9,15.6,13.8,13.9,11.5,7.2,10.0,14.9,7.9,43.5,22.5,53.1,192.0,29.0,7.0,29.0,25.0,0.0,0.0,60.0,3.0,13.0,8.0,7.0,8.0,8.0,7.0,13.0,11.0,8.0,7.0,6.0,9.0,7.0,6.0,13.0,13.0,15.0,9.0,12.0,25.0,13.0,6.0,12.0,4.0,13.0,7.0,12.0,8.0,15.0,7.0,6.0,6.0,13.0,6.0,13.0,7.0,7.0,7.0,12.0,6.0,14.0,24.0,21.0,5.0,14.0,29.0,41.0,2.0,2.1,88.0,6.0,0.0,14.0,8.0,32.0,14.0,37.0,19.0,33.0,19.0,37.0,5.0,7.0,42.0,10.0,43.0,14.0,40.0,16.0,42.0,61.0,28.0,7.0,34.0,11.0,27.0,11.0,31.0,19.0,28.0,10.0,34.0,41.0,9.0,58.0,13.0,36.0,4.0,43.0,3.0,58.0,5.0,59.0,4.0,26.0,34.0,32.0,19.0,52.0,3.0,38.0,32.0,2.4,6.0,26.0,1.0,65.0,0.0,52.0,50.0,0.0,0.0,0.0,0.6,14.0,5.0,35.0,65.3,160.0,243.0,1.4,0.3,1.5,0.0,1.4,0.8,1.1,1.3,0.0,0.8,2.0,1.9,6.5,0.0,4.2,0.8,0.9,1.2,0.9,0.4,1.9,2.0,8.4
17/04/2023,32.47,6864,0,0,0.36,0,164.86,136.48,41.88,31,109.4,101.81,,,,,13,17.8,9.7,1.0,0.8,0.9,13.2,10.0,1.0,0.0,0.0,46.1,8.0,11.0,0.1,1.1,3.9,0.6,2.6,15.6,17.4,10.2,1.0,14.7,17.5,11.9,33.0,24.0,0.0,3.6,22.0,0.0,60.0,54.0,83.0,10.0,31.0,10.0,0.8,0.9,1.3,0.8,1.0,1.3,43.3,41.2,16.9,45.8,34.7,44.6,36.9,14.7,2.0,15.9,469.3,475.1,803.0,1.0,1.1,16.9,15.5,48.6,40.7,2.1,6.1,26.5,49.6,50.5,54.8,224.1,119.2,58.9,76.3,87.4,89.2,22.4,54.8,57.5,73.5,49.0,56.2,53.9,30.6,53.6,67.2,51.9,52.5,19.1,57.0,63.2,40.3,50.5,32.0,83.0,237.0,52.5,7.0,30.0,30.0,0.0,0.0,59.0,12.0,11.0,20.0,7.0,30.0,10.0,22.0,9.0,23.0,7.0,15.0,6.0,15.0,8.0,6.0,8.0,23.0,11.0,13.0,8.0,30.0,9.0,15.0,8.0,14.0,10.0,19.0,8.0,20.0,11.0,14.0,6.0,12.0,9.0,12.0,9.0,11.0,8.0,11.0,8.0,10.0,11.0,26.0,17.0,8.0,10.0,30.0,41.0,2.0,119.8,88.0,7.0,0.0,16.0,26.0,46.0,33.0,62.0,38.0,50.0,22.0,53.0,36.0,14.0,60.0,12.0,66.0,14.0,51.0,18.0,73.0,63.0,61.0,10.0,80.0,11.0,67.0,10.0,76.0,24.0,62.0,17.0,79.0,51.0,34.0,68.0,33.0,44.0,28.0,57.0,30.0,65.0,32.0,66.0,44.0,27.0,63.0,35.0,63.0,60.0,18.0,36.0,34.0,3.9,67.0,16.0,2.0,78.0,0.0,73.0,51.0,0.0,0.0,0.0,16.3,14.0,4.0,60.0,65.5,167.0,243.0,1.4,0.3,6.0,0.0,1.4,1.0,1.2,1.3,0.0,0.7,24.2,16.2,6.5,0.0,1.3,0.7,0.9,1.3,1.6,1.0,17.0,17.2,7.7
18/04/2023,32.47,6122,0,0,0.37,0,197.05,104.39,71.78,1.15,109.41,101.75,,,,,13,17.7,17.4,7.9,0.8,1.0,22.2,17.8,6.1,0.0,1.8,45.6,7.0,12.0,0.1,0.7,3.0,0.5,2.7,26.1,11.0,12.8,1.0,15.0,10.8,17.8,24.0,22.0,0.0,3.1,19.0,0.0,77.0,53.0,63.0,10.0,13.0,9.0,1.0,1.2,1.4,1.3,1.1,1.6,43.3,41.4,16.9,45.6,34.5,44.6,36.7,23.3,2.0,15.9,462.4,468.6,791.0,1.4,1.2,87.3,79.7,57.1,49.3,2.2,7.3,33.3,45.5,55.0,58.5,192.4,72.8,30.1,51.9,50.3,54.9,21.8,25.5,26.9,52.3,22.4,26.4,27.5,21.9,34.4,97.3,84.2,54.6,56.3,55.2,93.1,23.8,44.4,50.8,97.1,178.0,56.7,7.0,30.0,27.0,0.0,0.0,60.0,8.0,11.0,13.0,7.0,17.0,11.0,19.0,10.0,25.0,8.0,15.0,6.0,16.0,8.0,7.0,9.0,20.0,11.0,12.0,8.0,29.0,10.0,15.0,8.0,13.0,10.0,21.0,8.0,19.0,10.0,15.0,7.0,13.0,13.0,13.0,9.0,10.0,8.0,13.0,8.0,8.0,11.0,26.0,19.0,9.0,9.0,30.0,38.0,2.0,119.1,80.0,7.0,0.0,16.0,30.0,38.0,23.0,50.0,19.0,46.0,14.0,54.0,20.0,13.0,53.0,13.0,56.0,15.0,41.0,18.0,50.0,68.0,49.0,10.0,68.0,15.0,57.0,12.0,63.0,26.0,52.0,18.0,63.0,44.0,21.0,60.0,26.0,39.0,13.0,50.0,19.0,60.0,22.0,56.0,22.0,26.0,58.0,31.0,78.0,68.0,20.0,48.0,35.0,2.1,83.0,2.0,1.0,78.0,0.0,63.0,52.0,0.0,0.0,0.0,13.6,15.0,4.0,64.0,65.6,167.0,244.0,1.5,0.3,3.1,0.0,1.4,0.9,1.2,1.3,0.0,0.8,6.5,4.9,6.5,0.0,4.6,0.7,0.9,1.3,2.2,0.9,1.9,2.0,8.4
19/04/2023,32.45,6510,0,0,0.37,0,208.56,105.72,76,1.16,110.76,102.92,,,,,12,17.0,14.5,6.7,0.7,0.9,19.2,14.9,6.8,0.0,0.0,45.2,7.0,11.0,0.1,0.6,3.3,0.4,5.9,26.9,1.8,11.4,1.0,1.8,1.8,10.9,20.0,24.0,0.0,2.6,16.0,0.0,63.0,25.0,64.0,9.0,14.0,9.0,1.0,0.9,1.3,0.8,0.9,1.3,43.2,41.1,16.8,45.5,34.4,44.5,36.9,25.6,1.9,16.0,472.8,478.8,810.0,0.4,1.1,112.1,108.8,49.8,45.6,2.2,7.2,33.0,52.7,54.7,57.2,170.0,86.8,27.8,46.5,96.2,91.0,38.6,29.4,51.6,102.1,63.2,54.3,62.4,29.5,59.3,97.6,57.3,51.1,20.1,32.0,101.1,17.7,38.0,41.1,91.5,398.0,62.5,7.0,30.0,27.0,0.0,0.0,59.0,13.0,10.0,14.0,8.0,16.0,11.0,15.0,9.0,23.0,8.0,16.0,6.0,14.0,8.0,6.0,9.0,17.0,12.0,11.0,9.0,31.0,9.0,16.0,8.0,14.0,9.0,20.0,8.0,19.0,9.0,14.0,7.0,13.0,9.0,12.0,9.0,10.0,8.0,11.0,8.0,9.0,10.0,28.0,18.0,8.0,10.0,29.0,41.0,2.0,119.2,78.0,8.0,0.0,16.0,29.0,39.0,25.0,48.0,22.0,41.0,15.0,56.0,23.0,13.0,53.0,13.0,56.0,21.0,43.0,21.0,50.0,73.0,47.0,10.0,67.0,24.0,57.0,12.0,63.0,29.0,51.0,19.0,60.0,37.0,21.0,57.0,22.0,34.0,19.0,42.0,16.0,51.0,19.0,51.0,22.0,26.0,58.0,26.0,69.0,66.0,20.0,49.0,58.0,1.8,64.0,1.0,3.0,79.0,0.0,60.0,51.0,0.0,0.0,0.0,5.6,17.0,4.0,72.0,66.0,162.0,244.0,1.4,0.4,2.7,0.0,3.4,0.9,1.2,1.5,0.0,2.4,8.8,2.9,10.1,0.0,7.5,0.8,1.3,1.4,7.0,1.2,4.4,22.9,12.8
20/04/2023,32.45,6220,0,0,0.37,0,177.72,152.42,39.6,44.74,112.38,103.79,,,,,13,18.1,14.6,4.9,0.8,1.0,18.3,14.2,4.9,0.7,0.0,44.7,8.0,11.0,0.1,0.7,3.0,0.4,2.3,28.9,4.8,10.8,1.0,5.4,5.5,9.9,17.0,22.0,0.0,2.8,19.0,0.0,61.0,30.0,69.0,10.0,17.0,9.0,1.0,0.9,1.3,0.8,0.9,1.3,43.2,41.1,16.9,45.6,34.4,44.6,37.0,25.6,2.0,16.0,474.5,480.5,812.0,0.0,1.1,59.7,56.6,51.8,44.8,2.2,5.6,31.8,52.2,53.9,52.4,231.6,121.1,50.5,51.8,72.4,52.7,25.3,28.9,31.6,48.0,28.7,28.8,33.4,33.3,31.3,85.8,41.5,25.5,18.6,22.0,84.8,17.7,42.5,39.4,92.6,252.0,58.6,7.0,30.0,27.0,0.0,0.0,60.0,12.0,11.0,13.0,7.0,15.0,11.0,19.0,9.0,22.0,8.0,14.0,6.0,17.0,8.0,7.0,8.0,20.0,11.0,11.0,8.0,28.0,10.0,14.0,8.0,12.0,10.0,20.0,8.0,18.0,15.0,13.0,8.0,11.0,8.0,12.0,7.0,10.0,8.0,12.0,7.0,9.0,11.0,26.0,19.0,8.0,10.0,29.0,41.0,2.0,119.0,78.0,8.0,0.0,16.0,33.0,39.0,28.0,48.0,21.0,47.0,16.0,51.0,25.0,12.0,54.0,13.0,60.0,15.0,42.0,18.0,56.0,71.0,50.0,9.0,70.0,25.0,59.0,11.0,64.0,29.0,54.0,17.0,62.0,37.0,17.0,52.0,25.0,31.0,23.0,42.0,18.0,51.0,25.0,50.0,27.0,19.0,56.0,26.0,82.0,65.0,23.0,49.0,32.0,2.8,80.0,2.0,1.0,89.0,0.0,60.0,52.0,0.0,0.0,0.0,12.9,14.0,4.0,53.0,65.8,161.0,244.0,1.5,0.3,2.1,0.0,1.4,0.9,1.1,1.3,0.0,0.7,10.3,1.9,9.2,0.0,11.0,0.7,0.9,1.3,4.9,1.5,2.0,1.8,11.0
21/04/2023,32.47,5700,0,0,0.38,0,137.23,200.42,0.92,90.57,112.11,103.48,,,,,12,17.9,22.2,4.5,0.8,2.8,17.7,14.9,4.5,7.9,0.0,44.3,7.0,11.0,0.1,0.5,2.3,0.2,5.2,24.8,1.9,10.7,1.0,1.9,2.0,10.0,19.0,17.0,0.0,2.5,15.0,0.0,54.0,24.0,59.0,10.0,18.0,9.0,1.0,0.9,1.3,0.8,1.0,1.3,43.2,41.1,16.8,45.6,34.4,44.8,37.0,26.9,3.8,15.9,471.4,477.3,807.0,0.0,1.3,47.1,45.0,37.9,32.4,2.2,5.3,26.8,38.1,40.9,41.2,204.3,62.5,27.7,45.3,55.7,59.8,26.3,25.7,29.3,43.6,22.9,28.9,24.7,24.1,30.2,80.3,27.8,21.3,18.1,22.1,89.6,17.8,36.2,41.4,88.7,135.0,55.5,7.0,29.0,27.0,0.0,0.0,60.0,13.0,11.0,13.0,8.0,17.0,11.0,18.0,9.0,18.0,8.0,12.0,6.0,12.0,7.0,6.0,9.0,17.0,11.0,11.0,8.0,27.0,9.0,14.0,8.0,12.0,10.0,15.0,8.0,16.0,10.0,11.0,8.0,10.0,10.0,10.0,8.0,9.0,8.0,9.0,8.0,9.0,11.0,20.0,18.0,9.0,10.0,29.0,41.0,2.0,119.2,74.0,7.0,0.0,17.0,31.0,38.0,25.0,47.0,18.0,45.0,13.0,46.0,20.0,11.0,53.0,12.0,56.0,14.0,43.0,17.0,51.0,73.0,51.0,8.0,70.0,23.0,57.0,10.0,61.0,28.0,48.0,19.0,61.0,32.0,23.0,51.0,27.0,40.0,19.0,37.0,24.0,49.0,19.0,48.0,24.0,13.0,52.0,29.0,54.0,72.0,21.0,51.0,30.0,2.2,67.0,1.0,2.0,84.0,0.0,57.0,52.0,0.0,0.0,0.0,6.5,14.0,4.0,54.0,65.6,156.0,244.0,1.5,0.3,1.8,0.0,1.9,0.9,1.1,1.3,0.0,0.7,8.3,1.9,7.9,0.0,12.6,0.8,0.9,1.3,2.1,0.8,2.0,1.8,11.0
